"4G_RRC_SETUP_FAILURES_OVERALL","4G_4G2G_OUT_HO_FAILURES_SRVCC","4G_4G2G_OUT_HO_SUCC_RATE_SRVCC","4G_4G2G_OUT_HO_SUCC_SRVCC","4G_4G3G_OUT_HO_FAILURES_SRVCC","4G_4G3G_OUT_HO_SUCC_RATE_SRVCC","4G_4G3G_OUT_HO_SUCC_SRVCC","4G_4G4G_OUT_HO_FAILURES_OVERALL","4G_4G4G_OUT_HO_FAILURES_VOICE","4G_4G4G_OUT_HO_SUCC_OVERALL","4G_4G4G_OUT_HO_SUCC_RATE_OVERALL","4G_4G4G_OUT_HO_SUCC_RATE_VOICE","LTE_Avg_Cell_Throughput_DL_Mbps_LTE_1","LTE_Traffic_Volume_DL_GBytes_LTE_1","LTE_Traffic_Volume_UL_GBytes_LTE_1","4G_TRAFFIC_VOLUME_DL_OVERALL","4G_TRAFFIC_VOLUME_OVERALL","4G_TRAFFIC_VOLUME_UL_OVERALL","4G_HO_SRVCC_SUCCESSES","4G_BPCR_OVERALL_RRC_SUCC_MV_LN","4G_BPCR_OVERALL_eRAB_SUCC_MV_LN","4G_BPCR_OVERALL_eRAB_ATT_MV_LN","4G_OUT_HO_SRVCC_FAILURES_OVERALL","4G_OUT_HO_SUCC_RATE_SRVCC_OVERALL","4G_BPCR_DATA","4G_TRAFFIC_VOLUME_DL_DATA_NOK","4G_TRAFFIC_VOLUME_UL_DATA_NOK","4G_TRAFFIC_VOLUME_VOICE_NOK","4G_DL_MAX_THROUGHPUT_NOK","4G_HO_ATTEMPTS","4G_HO_ATTEMPTS_NOK","4G_HO_FAILURES","4G_HO_SRVCC_ATTEMPTS","4G_HO_SRVCC_ATTEMPTS_NOK","4G_RRC_SETUP_ATTEMPTS_OVERALL","4G_RRC_SETUP_SUCCESSES_OVERALL","4G_ERAB_SETUP_ATTEMPTS_DATA","4G_ERAB_SETUP_ATTEMPTS_VOICE","4G_ERAB_SETUP_SUCCESSES_DATA","4G_ERAB_SETUP_SUCCESSES_VOICE","4G_BPCR_OVERALL_NOK","4G_ERAB_SETUP_ATTEMPTS_OVERALL","4G_ERAB_SETUP_FAILURES_DATA","4G_ERAB_SETUP_FAILURES_OVERALL","4G_ERAB_SETUP_FAILURES_VOICE","4G_ERAB_SETUP_SUCCESS_RATE_DATA","4G_ERAB_SETUP_SUCCESS_RATE_OVERALL","4G_ERAB_SETUP_SUCCESS_RATE_VOICE","4G_ERAB_SETUP_SUCCESSES_OVERALL","4G_IMS_SIG_ATTEMPTS","4G_IMS_SIG_FAILURES","4G_IMS_SIG_SUCCESS_RATE","4G_IMS_SIG_SUCCESSES","4G_MIMO_SPATIAL_MUX_SHARE","4G_RRC_SETUP_SUCCESS_RATE_OVERALL","4G_S1_SETUP_ATTEMPTS_OVERALL","4G_S1_SETUP_FAILURES_OVERALL","4G_S1_SETUP_SUCC_RATE_OVERALL","4G_S1_SETUP_SUCCESSES_OVERALL","OUTPUT"
"6","0","0","0","0","0","0","0","0","284","100,000","100,000","7,970","35,859","0.1866 ","3","3.53","0","0","3361","5207","5207","0","0","0.180","3.34","0.19","0.31 ","64.1","284","284","0","0","0","3367","3361","3008","14","3008","14","0.180","5207","0","0","0","100,000","100,000","100,000","5207","2185","0","100,000","2185","34,550","99,820","3361","0","100,000","3361","0"
"0","0","0","0","0","0","0","0","0","85","100,000","0","8,282","37,138","0.1508 ","3","3.61","0","0","3248","5273","5273","0","0","0.000","3.46","0.15","0.32 ","99.4","85","85","0","0","0","3248","3248","2925","3","2925","3","0.000","5273","0","0","0","100,000","100,000","100,000","5273","2345","0","100,000","2345","52,240","100,000","3248","0","100,000","3248","0"
"0","0","0","0","0","0","0","0","0","139","100,000","100,000","9,417","42,382","0.1297 ","4","4.08","0","0","3232","4752","4752","0","0","0.000","3.95","0.13","0.88 ","103.5","139","139","0","0","0","3232","3232","2839","6","2839","6","0.000","4752","0","0","0","100,000","100,000","100,000","4752","1907","0","100,000","1907","53,730","100,000","3232","0","100,000","3232","0"
"0","0","0","0","0","0","0","0","0","185","100,000","100,000","1,221","0.5316 ","0.0603 ","0","0.56","0","0","3218","4779","4779","0","0","0.000","0.5","0.06","0.50 ","49.6","185","185","0","0","0","3218","3218","3058","5","3058","5","0.000","4779","0","0","0","100,000","100,000","100,000","4779","1716","0","100,000","1716","26,680","100,000","3218","0","100,000","3218","0"
"0","0","0","0","0","0","0","0","0","168","100,000","100,000","3,415","15,362","0.1181 ","1","1.55","0","0","3179","4466","4466","0","0","0.000","1.43","0.12","1.43 ","95.2","168","168","0","0","0","3179","3179","2574","5","2574","5","0.000","4466","0","0","0","100,000","100,000","100,000","4466","1887","0","100,000","1887","28,730","100,000","3179","0","100,000","3179","0"
"0","0","0","0","0","0","0","0","0","332","100,000","100,000","1,615","0.7204 ","0.0486 ","1","0.72","0","0","3173","4837","4837","0","0","0.000","0.67","0.05","0.73 ","70.6","332","332","0","0","0","3173","3173","2955","6","2955","6","0.000","4837","0","0","0","100,000","100,000","100,000","4837","1876","0","100,000","1876","37,340","100,000","3173","0","100,000","3173","0"
"0","0","0","0","0","0","0","0","0","98","100,000","100,000","7,559","34,023","0.1937 ","3","3.36","0","0","3096","4141","4141","0","0","0.000","3.17","0.19","0.93 ","87.8","98","98","0","0","0","3096","3096","2864","11","2864","11","0.000","4141","0","0","0","100,000","100,000","100,000","4141","1266","0","100,000","1266","46,360","100,000","3096","0","100,000","3096","0"
"0","0","0","0","0","100,000","1","0","0","186","100,000","100,000","1,753","0.7890 ","0.0534 ","1","0.79","0","1","3072","4522","4522","0","100,000","0.000","0.73","0.05","0.15 ","58.8","186","186","0","1","1","3072","3072","2741","10","2741","10","0.000","4522","0","0","0","100,000","100,000","100,000","4522","1771","0","100,000","1771","13,400","100,000","3072","0","100,000","3072","0"
"1","0","0","0","0","100,000","1","0","0","257","100,000","100,000","17,630","79,347","0.3876 ","7","7.78","0","1","3043","4850","4850","0","100,000","0.030","7.39","0.39","0.71 ","89.4","257","257","0","1","1","3044","3043","2697","9","2697","9","0.030","4850","0","0","0","100,000","100,000","100,000","4850","2144","0","100,000","2144","47,510","99,970","3043","0","100,000","3043","0"
"0","0","0","0","0","0","0","0","0","99","100,000","0","10,392","46,746","0.3764 ","4","4.73","0","0","3031","4419","4419","0","0","0.000","4.35","0.38","0.01 ","64.4","99","99","0","0","0","3031","3031","2497","0","2497","0","0.000","4419","0","0","0","100,000","100,000","0","4419","1922","0","100,000","1922","43,510","100,000","3031","0","100,000","3031","0"
"3","0","0","0","0","0","0","0","0","93","100,000","0","7,860","35,368","0.1762 ","3","3.47","0","0","3026","4316","4316","0","0","0.100","3.29","0.18","0.05 ","113.5","93","93","0","0","0","3029","3026","2377","1","2377","1","0.100","4316","0","0","0","100,000","100,000","100,000","4316","1938","0","100,000","1938","46,180","99,900","3026","0","100,000","3026","0"
"0","0","0","0","0","0","0","0","0","15","100,000","0","4,728","21,274","0.0723 ","2","2.05","0","0","2986","4106","4106","0","0","0.000","1.98","0.07","1.11 ","70.8","15","15","0","0","0","2986","2986","2536","3","2536","3","0.000","4106","0","0","0","100,000","100,000","100,000","4106","1567","0","100,000","1567","54,780","100,000","2986","0","100,000","2986","0"
"0","0","0","0","0","0","0","0","0","140","100,000","100,000","7,057","31,743","0.0809 ","3","3.04","0","0","2877","4452","4452","0","0","0.000","2.96","0.08","1.15 ","141.8","140","140","0","0","0","2877","2877","2417","4","2417","4","0.000","4452","0","0","0","100,000","100,000","100,000","4452","2031","0","100,000","2031","31,780","100,000","2877","0","100,000","2877","0"
"2","0","0","0","0","0","0","0","0","138","100,000","100,000","7,852","35,301","0.1732 ","3","3.46","0","0","2874","4725","4725","0","0","0.070","3.29","0.17","1.19 ","107.9","138","138","0","0","0","2876","2874","2578","10","2578","10","0.070","4725","0","0","0","100,000","100,000","100,000","4725","2137","0","100,000","2137","45,960","99,930","2874","0","100,000","2874","0"
"-1","0","0","0","0","0","0","0","0","47","100,000","100,000","6,141","27,634","0.1774 ","3","2.75","0","0","2828","4331","4331","0","0","-0.040","2.57","0.18","1.02 ","95.3","47","47","0","0","0","2827","2828","2489","9","2489","9","-0.040","4331","0","0","0","100,000","100,000","100,000","4331","1833","0","100,000","1833","49,480","100,040","2828","0","100,000","2828","0"
"0","0","0","0","0","0","0","0","0","147","100,000","100,000","17,358","78,034","0.2232 ","7","7.49","0","0","2792","4208","4208","0","0","0.000","7.27","0.22","0.12 ","81.6","147","147","0","0","0","2792","2792","2289","6","2289","6","0.000","4208","0","0","0","100,000","100,000","100,000","4208","1913","0","100,000","1913","31,630","100,000","2792","0","100,000","2792","0"
"0","0","0","0","0","0","0","0","0","90","100,000","100,000","3,717","16,684","0.0791 ","2","1.63","0","0","2775","4303","4303","0","0","0.000","1.55","0.08","0.47 ","83.7","90","90","0","0","0","2775","2775","2419","3","2419","3","0.000","4303","0","0","0","100,000","100,000","100,000","4303","1881","0","100,000","1881","46,940","100,000","2775","0","100,000","2775","0"
"0","0","0","0","0","0","0","0","0","74","100,000","100,000","4,456","20,055","0.2892 ","2","2.16","0","0","2647","4036","4036","0","0","0.000","1.87","0.29","1.07 ","81.8","74","74","0","0","0","2647","2647","2123","2","2123","2","0.000","4036","0","0","0","100,000","100,000","100,000","4036","1911","0","100,000","1911","55,260","100,000","2647","0","100,000","2647","0"
"0","0","0","0","0","0","0","0","0","106","100,000","100,000","3,854","17,345","0.0723 ","2","1.69","0","0","2595","4217","4217","0","0","0.000","1.62","0.07","0.90 ","68.1","106","106","0","0","0","2595","2595","2298","11","2298","11","0.000","4217","0","0","0","100,000","100,000","100,000","4217","1908","0","100,000","1908","45,150","100,000","2595","0","100,000","2595","0"
"0","0","0","0","0","0","0","0","0","184","100,000","100,000","5,397","24,291","0.1255 ","2","2.39","0","0","2551","3922","3922","0","0","0.000","2.26","0.13","1.61 ","115.3","184","184","0","0","0","2551","2551","2227","4","2227","4","0.000","3922","0","0","0","100,000","100,000","100,000","3922","1691","0","100,000","1691","35,050","100,000","2551","0","100,000","2551","0"
"0","0","0","0","0","100,000","1","0","0","216","100,000","100,000","6,288","28,300","0.1362 ","3","2.77","0","1","2551","3794","3794","0","100,000","0.000","2.64","0.14","1.24 ","86.2","216","216","0","1","1","2551","2551","2153","16","2153","16","0.000","3794","0","0","0","100,000","100,000","100,000","3794","1625","0","100,000","1625","35,490","100,000","2551","0","100,000","2551","0"
"1","0","0","0","0","0","0","0","0","158","100,000","100,000","3,642","16,328","0.2713 ","2","1.79","0","0","2547","3936","3936","0","0","0.040","1.52","0.27","0.59 ","50.6","158","158","0","0","0","2548","2547","2272","0","2272","0","0.040","3936","0","0","0","100,000","100,000","0","3936","1664","0","100,000","1664","30,330","99,960","2547","0","100,000","2547","0"
"0","0","0","0","0","0","0","0","0","80","100,000","100,000","8,402","37,751","0.0702 ","4","3.59","0","0","2526","4129","4129","0","0","0.000","3.52","0.07","0.98 ","104","80","80","0","0","0","2526","2526","2201","5","2201","5","0.000","4129","0","0","0","100,000","100,000","100,000","4129","1923","0","100,000","1923","54,610","100,000","2526","0","100,000","2526","0"
"0","0","0","0","0","0","0","0","0","110","100,000","100,000","12,055","54,240","0.1877 ","5","5.24","0","0","2505","3509","3509","0","0","0.000","5.05","0.19","0.82 ","137.1","110","110","0","0","0","2505","2505","2086","9","2086","9","0.000","3509","0","0","0","100,000","100,000","100,000","3509","1414","0","100,000","1414","49,400","100,000","2505","0","100,000","2505","0"
"1","0","0","0","0","0","0","0","0","92","100,000","100,000","6,480","29,167","0.0544 ","3","2.77","0","0","2496","3888","3888","0","0","0.040","2.72","0.05","0.60 ","69","92","92","0","0","0","2497","2496","2381","2","2381","2","0.040","3888","0","0","0","100,000","100,000","100,000","3888","1505","0","100,000","1505","43,680","99,960","2496","0","100,000","2496","0"
"0","0","0","0","0","0","0","0","0","66","100,000","100,000","3,907","17,584","0.0676 ","2","1.71","0","0","2459","3810","3810","0","0","0.000","1.64","0.07","2.21 ","67.8","66","66","0","0","0","2459","2459","2183","7","2183","7","0.000","3810","0","0","0","100,000","100,000","100,000","3810","1620","0","100,000","1620","35,900","100,000","2459","0","100,000","2459","0"
"0","0","0","0","0","0","0","0","0","70","100,000","0","3,252","14,638","0.0679 ","1","1.43","0","0","2446","3885","3885","0","0","0.000","1.36","0.07","0.15 ","75.3","70","70","0","0","0","2446","2446","2202","2","2202","2","0.000","3885","0","0","0","100,000","100,000","100,000","3885","1681","0","100,000","1681","43,540","100,000","2446","0","100,000","2446","0"
"0","0","0","0","0","0","0","0","0","65","100,000","100,000","1,118","0.4643 ","0.0323 ","0","0.46","0","0","2362","3776","3776","0","0","0.000","0.43","0.03","0.08 ","37.4","65","65","0","0","0","2362","2362","1988","1","1988","1","0.000","3776","0","0","0","100,000","100,000","100,000","3776","1787","0","100,000","1787","44,270","100,000","2362","0","100,000","2362","0"
"7","0","0","0","0","100,000","1","0","0","92","100,000","100,000","5,457","24,553","0.1776 ","2","2.46","0","1","2341","3427","3427","0","100,000","0.300","2.29","0.18","2.07 ","64.1","92","92","0","1","1","2348","2341","2004","4","2004","4","0.300","3427","0","0","0","100,000","100,000","100,000","3427","1419","0","100,000","1419","25,950","99,700","2341","0","100,000","2341","0"
"0","0","0","0","0","0","0","0","0","130","100,000","100,000","3,567","16,055","0.0594 ","1","1.55","0","0","2339","3454","3454","0","0","0.000","1.5","0.06","1.95 ","65.4","130","130","0","0","0","2339","2339","2021","2","2021","2","0.000","3454","0","0","0","100,000","100,000","100,000","3454","1431","0","100,000","1431","46,330","100,000","2339","0","100,000","2339","0"
"5","0","0","0","0","0","0","0","0","118","100,000","100,000","8,431","36,414","0.0358 ","3","3.43","0","0","2313","2753","2753","0","0","0.220","3.39","0.04","0.31 ","91","118","118","0","0","0","2318","2313","1506","6","1506","6","0.220","2753","0","0","0","100,000","100,000","100,000","2753","1241","0","100,000","1241","62,380","99,780","2313","0","100,000","2313","0"
"0","0","0","0","0","0","0","0","0","146","100,000","100,000","5,362","24,112","0.1039 ","2","2.35","0","0","2307","3192","3192","0","0","0.000","2.25","0.1","0.55 ","62.2","146","146","0","0","0","2307","2307","1805","4","1805","4","0.000","3192","0","0","0","100,000","100,000","100,000","3192","1383","0","100,000","1383","46,740","100,000","2307","0","100,000","2307","0"
"1","0","0","0","0","100,000","1","0","0","83","100,000","0","2,225","0.9757 ","0.1068 ","1","1.02","0","1","2304","3208","3208","0","100,000","0.040","0.91","0.11","0.34 ","47","83","83","0","1","1","2305","2304","1789","3","1789","3","0.040","3208","0","0","0","100,000","100,000","100,000","3208","1416","0","100,000","1416","18,160","99,960","2304","0","100,000","2304","0"
"1","0","0","0","0","0","0","0","0","115","100,000","100,000","1,591","0.5084 ","0.0246 ","0","0.5","0","0","2302","3303","3303","0","0","0.040","0.47","0.02","0.07 ","55.7","115","115","0","0","0","2303","2302","2037","2","2037","2","0.040","3303","0","0","0","100,000","100,000","100,000","3303","1264","0","100,000","1264","37,530","99,960","2302","0","100,000","2302","0"
"-1","0","0","0","0","0","0","0","0","129","100,000","100,000","2,723","12,254","0.0396 ","1","1.18","0","0","2287","3637","3637","0","0","-0.040","1.14","0.04","0.53 ","61.2","129","129","0","0","0","2286","2287","2009","10","2009","10","-0.040","3637","0","0","0","100,000","100,000","100,000","3637","1618","0","100,000","1618","30,720","100,040","2287","0","100,000","2287","0"
"7","0","0","0","0","100,000","2","0","0","179","100,000","100,000","15,906","71,588","0.2813 ","7","6.95","0","2","2270","3540","3540","0","100,000","0.310","6.67","0.28","1.97 ","76.3","179","179","0","2","2","2277","2270","1928","11","1928","11","0.310","3540","0","0","0","100,000","100,000","100,000","3540","1601","0","100,000","1601","21,630","99,690","2270","0","100,000","2270","0"
"0","0","0","0","0","0","0","0","0","31","100,000","100,000","5,118","22,250","0.3882 ","2","2.46","0","0","2166","2927","2927","0","0","0.000","2.07","0.39","0.00 ","68.4","31","31","0","0","0","2166","2166","1698","0","1698","0","0.000","2927","0","0","0","100,000","100,000","0","2927","1229","0","100,000","1229","29,040","100,000","2166","0","100,000","2166","0"
"0","0","0","0","0","0","0","0","0","74","100,000","100,000","7,440","33,477","0.1990 ","3","3.32","0","0","2163","3514","3514","0","0","0.000","3.12","0.2","1.79 ","37.2","74","74","0","0","0","2163","2163","1904","9","1904","9","0.000","3514","0","0","0","100,000","100,000","100,000","3514","1601","0","100,000","1601","21,970","100,000","2163","0","100,000","2163","0"
"0","0","0","0","0","0","0","0","0","75","100,000","100,000","2,788","12,548","0.1584 ","1","1.33","0","0","2156","3336","3336","0","0","0.000","1.17","0.16","0.00 ","109.4","75","75","0","0","0","2156","2156","1902","10","1902","10","0.000","3336","0","0","0","100,000","100,000","100,000","3336","1424","0","100,000","1424","39,790","100,000","2156","0","100,000","2156","0"
"0","0","0","0","0","0","0","0","0","86","100,000","100,000","5,595","24,343","0.0361 ","2","2.3","0","0","2154","3454","3454","0","0","0.000","2.27","0.04","0.02 ","94.2","86","86","0","0","0","2154","2154","1922","0","1922","0","0.000","3454","0","0","0","100,000","100,000","0","3454","1532","0","100,000","1532","59,710","100,000","2154","0","100,000","2154","0"
"-1","0","0","0","0","0","0","0","0","114","100,000","0","2,744","11,945","0.0511 ","1","1.16","0","0","2153","3383","3383","0","0","-0.050","1.11","0.05","0.22 ","63.4","114","114","0","0","0","2152","2153","1939","1","1939","1","-0.050","3383","0","0","0","100,000","100,000","100,000","3383","1443","0","100,000","1443","52,310","100,050","2153","0","100,000","2153","0"
"0","0","0","0","0","100,000","1","0","0","74","100,000","0","3,761","16,927","0.5832 ","2","2.16","1","1","2153","3300","3300","0","100,000","0.000","1.58","0.58","1.09 ","57.9","74","74","0","1","1","2153","2153","1894","3","1894","3","0.000","3300","0","0","0","100,000","100,000","100,000","3300","1403","0","100,000","1403","57,210","100,000","2153","0","100,000","2153","0"
"7","0","0","0","0","0","0","0","0","65","100,000","100,000","2,743","12,345","0.1620 ","1","1.31","0","0","2143","3222","3222","0","0","0.330","1.15","0.16","2.34 ","52.5","65","65","0","0","0","2150","2143","1681","6","1681","6","0.330","3222","0","0","0","100,000","100,000","100,000","3222","1535","0","100,000","1535","30,280","99,670","2143","0","100,000","2143","0"
"0","0","0","0","0","0","0","0","0","111","100,000","100,000","4,036","17,988","0.0800 ","2","1.76","0","0","2129","3329","3329","0","0","0.000","1.68","0.08","0.90 ","74.5","111","111","0","0","0","2129","2129","1869","9","1869","9","0.000","3329","0","0","0","100,000","100,000","100,000","3329","1451","0","100,000","1451","77,700","100,000","2129","0","100,000","2129","0"
"1","0","0","0","0","0","0","0","0","48","100,000","100,000","1,690","0.7368 ","0.0348 ","1","0.72","0","0","2080","3129","3129","0","0","0.050","0.69","0.03","0.04 ","34.6","48","48","0","0","0","2081","2080","1793","0","1793","0","0.050","3129","0","0","0","100,000","100,000","0","3129","1336","0","100,000","1336","41,550","99,950","2080","0","100,000","2080","0"
"0","0","0","0","0","0","0","0","0","41","100,000","100,000","0.535 ","0.2076 ","0.0265 ","0","0.22","0","0","2074","3351","3351","0","0","0.000","0.19","0.03","0.25 ","32.8","41","41","0","0","0","2074","2074","1784","4","1784","4","0.000","3351","0","0","0","100,000","100,000","100,000","3351","1563","0","100,000","1563","19,270","100,000","2074","0","100,000","2074","0"
"0","0","0","0","0","0","0","0","0","69","100,000","0","6,782","30,524","13,800","3","4.22","1","0","2015","2937","2937","0","0","0.000","2.84","1.38","0.02 ","95.4","69","69","0","0","0","2015","2015","1868","1","1868","1","0.000","2937","0","0","0","100,000","100,000","100,000","2937","1068","0","100,000","1068","44,070","100,000","2015","0","100,000","2015","0"
"0","0","0","0","0","0","0","0","0","142","100,000","100,000","1,240","0.4859 ","0.1439 ","0","0.6","0","0","1991","2626","2626","0","0","0.000","0.45","0.14","0.03 ","32.9","142","142","0","0","0","1991","1991","1874","2","1874","2","0.000","2626","0","0","0","100,000","100,000","100,000","2626","750","0","100,000","750","54,960","100,000","1991","0","100,000","1991","0"
"0","0","0","0","0","100,000","1","0","0","125","100,000","100,000","2,425","10,890","0.0970 ","1","1.11","0","1","1984","3241","3241","0","100,000","0.000","1.01","0.1","0.97 ","50.2","125","125","0","1","1","1984","1984","1858","8","1858","8","0.000","3241","0","0","0","100,000","100,000","100,000","3241","1375","0","100,000","1375","27,650","100,000","1984","0","100,000","1984","0"
"0","0","0","0","0","0","0","0","0","259","100,000","100,000","6,274","28,237","0.1139 ","3","2.74","0","0","1950","2971","2971","0","0","0.000","2.63","0.11","0.53 ","107.6","259","259","0","0","0","1950","1950","1712","8","1712","8","0.000","2971","0","0","0","100,000","100,000","100,000","2971","1251","0","100,000","1251","51,880","100,000","1950","0","100,000","1950","0"
"0","0","0","0","0","0","0","0","0","125","100,000","100,000","1,059","0.4577 ","0.0358 ","0","0.46","0","0","1945","3065","3065","0","0","0.000","0.43","0.04","0.61 ","45.9","125","125","0","0","0","1945","1945","1632","3","1632","3","0.000","3065","0","0","0","100,000","100,000","100,000","3065","1430","0","100,000","1430","37,790","100,000","1945","0","100,000","1945","0"
"0","0","0","0","0","100,000","1","0","0","55","100,000","0","4,035","16,648","0.0780 ","2","1.63","0","1","1925","3189","3189","0","100,000","0.000","1.55","0.08","1.39 ","115.1","55","55","0","1","1","1925","1925","1739","1","1739","1","0.000","3189","0","0","0","100,000","100,000","100,000","3189","1449","0","100,000","1449","35,240","100,000","1925","0","100,000","1925","0"
"0","0","0","0","0","0","0","0","0","82","100,000","100,000","5,564","25,035","0.3253 ","2","2.66","0","0","1918","3349","3349","0","0","0.000","2.33","0.33","0.07 ","48.4","82","82","0","0","0","1918","1918","2173","2","2173","2","0.000","3349","0","0","0","100,000","100,000","100,000","3349","1174","0","100,000","1174","35,240","100,000","1918","0","100,000","1918","0"
"0","0","0","0","0","100,000","1","0","0","74","100,000","0","6,670","30,012","0.1165 ","3","2.91","0","1","1905","3001","3001","0","100,000","0.000","2.8","0.12","0.58 ","60.2","74","74","0","1","1","1905","1905","1701","3","1701","3","0.000","3001","0","0","0","100,000","100,000","100,000","3001","1297","0","100,000","1297","9,540","100,000","1905","0","100,000","1905","0"
"0","0","0","0","0","0","0","0","0","35","100,000","100,000","11,908","53,580","0.3139 ","5","5.3","0","0","1904","2929","2929","0","0","0.000","4.99","0.31","2.97 ","86.2","35","35","0","0","0","1904","1904","1478","8","1478","8","0.000","2929","0","0","0","100,000","100,000","100,000","2929","1443","0","100,000","1443","53,960","100,000","1904","0","100,000","1904","0"
"0","0","0","0","0","0","0","0","0","49","100,000","100,000","11,956","53,795","0.2685 ","5","5.28","0","0","1901","3085","3085","0","0","0.000","5.01","0.27","1.32 ","112.7","49","49","0","0","0","1901","1901","1716","9","1716","9","0.000","3085","0","0","0","100,000","100,000","100,000","3085","1360","0","100,000","1360","44,530","100,000","1901","0","100,000","1901","0"
"1","0","0","0","0","0","0","0","0","91","100,000","100,000","7,425","33,417","0.1103 ","3","3.22","0","0","1863","2727","2727","0","0","0.050","3.11","0.11","1.43 ","38.3","91","91","0","0","0","1864","1863","1637","1","1637","1","0.050","2727","0","0","0","100,000","100,000","100,000","2727","1089","0","100,000","1089","43,660","99,950","1863","0","100,000","1863","0"
"0","0","0","0","0","0","0","0","0","83","100,000","100,000","2,140","0.8850 ","0.0314 ","1","0.86","0","0","1844","2799","2799","0","0","0.000","0.82","0.03","0.06 ","58.4","83","83","0","0","0","1844","1844","1643","3","1643","3","0.000","2799","0","0","0","100,000","100,000","100,000","2799","1153","0","100,000","1153","29,880","100,000","1844","0","100,000","1844","0"
"1","0","0","0","0","0","0","0","0","82","100,000","100,000","4,542","20,428","0.1650 ","2","2.07","0","0","1835","3006","3006","0","0","0.050","1.9","0.17","0.55 ","72.5","82","82","0","0","0","1836","1835","1732","3","1732","3","0.050","3006","0","0","0","100,000","100,000","100,000","3006","1271","0","100,000","1271","56,050","99,950","1835","0","100,000","1835","0"
"0","0","0","0","0","100,000","1","0","0","154","100,000","100,000","6,837","30,773","0.1214 ","3","2.99","0","1","1829","1366","1366","0","100,000","0.000","2.87","0.12","0.07 ","55.9","154","154","0","1","1","1829","1829","788","1","788","1","0.000","1366","0","0","0","100,000","100,000","100,000","1366","577","0","100,000","577","35,520","100,000","1829","0","100,000","1829","0"
"0","0","0","0","0","0","0","0","0","34","100,000","100,000","2,943","13,245","0.6523 ","1","1.89","1","0","1824","2878","2878","0","0","0.000","1.23","0.65","0.39 ","52.8","34","34","0","0","0","1824","1824","1623","1","1623","1","0.000","2878","0","0","0","100,000","100,000","100,000","2878","1254","0","100,000","1254","32,900","100,000","1824","0","100,000","1824","0"
"0","0","0","0","0","0","0","0","0","89","100,000","100,000","2,678","11,959","0.0785 ","1","1.19","0","0","1801","3018","3018","0","0","0.000","1.11","0.08","0.04 ","101.1","89","89","0","0","0","1801","1801","1637","1","1637","1","0.000","3018","0","0","0","100,000","100,000","100,000","3018","1380","0","100,000","1380","38,100","100,000","1801","0","100,000","1801","0"
"0","0","0","0","0","0","0","0","0","91","100,000","0","1,516","0.6788 ","0.0444 ","1","0.68","0","0","1780","2570","2570","0","0","0.000","0.63","0.04","0.54 ","77.1","91","91","0","0","0","1780","1780","1394","3","1394","3","0.000","2570","0","0","0","100,000","100,000","100,000","2570","1173","0","100,000","1173","42,310","100,000","1780","0","100,000","1780","0"
"0","0","0","0","0","0","0","0","0","71","100,000","100,000","4,537","20,132","0.0714 ","2","1.95","0","0","1779","2607","2607","0","0","0.000","1.87","0.07","1.87 ","53.2","71","71","0","0","0","1779","1779","1464","6","1464","6","0.000","2607","0","0","0","100,000","100,000","100,000","2607","1137","0","100,000","1137","30,750","100,000","1779","0","100,000","1779","0"
"0","0","0","0","0","0","0","0","0","69","100,000","100,000","1,259","0.5074 ","0.0273 ","0","0.5","0","0","1771","2800","2800","0","0","0.000","0.47","0.03","0.16 ","43.1","69","69","0","0","0","1771","1771","1514","1","1514","1","0.000","2800","0","0","0","100,000","100,000","100,000","2800","1285","0","100,000","1285","20,430","100,000","1771","0","100,000","1771","0"
"1","0","0","0","0","0","0","0","0","33","100,000","100,000","3,278","14,753","0.0565 ","1","1.43","0","0","1758","2298","2298","0","0","0.060","1.37","0.06","1.97 ","34.7","33","33","0","0","0","1759","1758","1218","2","1218","2","0.060","2298","0","0","0","100,000","100,000","100,000","2298","1078","0","100,000","1078","39,900","99,940","1758","0","100,000","1758","0"
"0","0","0","0","0","0","0","0","0","294","100,000","100,000","4,534","20,186","0.0877 ","2","1.97","0","0","1729","2899","2899","0","0","0.000","1.88","0.09","0.27 ","69.6","294","294","0","0","0","1729","1729","1650","8","1650","8","0.000","2899","0","0","0","100,000","100,000","100,000","2899","1241","0","100,000","1241","65,990","100,000","1729","0","100,000","1729","0"
"0","0","0","0","0","0","0","0","0","130","100,000","100,000","0.867 ","0.2595 ","0.0235 ","0","0.27","0","0","1727","1908","1908","0","0","0.000","0.24","0.02","0.06 ","44","130","130","0","0","0","1727","1727","1715","2","1715","2","0.000","1908","0","0","0","100,000","100,000","100,000","1908","191","0","100,000","191","41,150","100,000","1727","0","100,000","1727","0"
"0","0","0","0","0","0","0","0","0","195","100,000","100,000","8,069","34,232","0.1739 ","3","3.36","0","0","1717","2492","2492","0","0","0.000","3.19","0.17","0.17 ","203","195","195","0","0","0","1717","1717","1665","3","1665","3","0.000","2492","0","0","0","100,000","100,000","100,000","2492","824","0","100,000","824","50,860","100,000","1717","0","100,000","1717","0"
"0","0","0","0","0","0","0","0","0","51","100,000","0","3,673","15,442","0.0359 ","1","1.47","0","0","1700","2573","2573","0","0","0.000","1.44","0.04","0.00 ","80","51","51","0","0","0","1700","1700","1413","17","1413","17","0.000","2573","0","0","0","100,000","100,000","100,000","2573","1143","0","100,000","1143","18,450","100,000","1700","0","100,000","1700","0"
